compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
clang++ 22.1,64,clflush,main,-,baseline,probe,0,36,40,42,39.90,1.1,0.02,0.00,0.02,-3.33,0.02,-1.666,0.000,0.000
clang++ 22.1,64,clflush,main,-,baseline,direct,0,40,44,44,43.23,1.2,0.02,3.33,0.02,0.00,0.02,0.000,0.000,0.000
clang++ 22.1,64,clflush,main,-,baseline,touch,1,184,242,282,238.07,26.5,0.35,198.17,0.35,0.00,0.50,0.000,0.000,0.000
clang++ 22.1,64,clflush,main,-,baseline,touch+touch,2,192,254,344,262.01,37.7,0.50,222.11,0.50,0.00,0.71,0.000,0.000,0.000
clang++ 22.1,64,clflush,main,const,yardstick,vf,1,342,442,568,446.03,58.8,0.78,406.12,0.78,207.95,0.85,104.145,1.000,1.000
clang++ 22.1,64,clflush,main,const,yardstick,vf+vf,2,358,484,650,498.12,68.1,0.90,458.22,0.90,236.11,1.03,118.246,1.000,1.000
clang++ 22.1,64,clflush,main,const,vptr_vector,om vptr,1,386,448,502,452.98,24.7,0.33,413.08,0.33,409.76,0.33,205.211,1.017,1.970
clang++ 22.1,64,clflush,main,const,vptr_vector,om ref,1,834,922,1140,949.81,83.4,1.10,909.91,1.10,711.74,1.16,356.447,2.240,3.423
clang++ 22.1,64,clflush,main,const,vptr_vector,om vptr,2,650,686,808,700.42,47.3,0.63,660.52,0.63,657.19,0.63,329.131,1.441,2.783
clang++ 22.1,64,clflush,main,const,vptr_vector,om ref,2,1040,1144,1404,1175.75,97.7,1.29,1135.85,1.29,913.73,1.39,457.611,2.479,3.870
clang++ 22.1,64,clflush,main,const,vptr_map,om vptr,1,408,466,508,467.81,21.0,0.28,427.91,0.28,424.58,0.28,212.636,1.054,2.042
clang++ 22.1,64,clflush,main,const,vptr_map,om ref,1,654,730,876,745.23,56.8,0.75,705.33,0.75,507.16,0.83,253.990,1.737,2.439
clang++ 22.1,64,clflush,main,const,vptr_map,om vptr,2,646,696,846,714.18,55.1,0.73,674.28,0.73,670.95,0.73,336.023,1.472,2.842
clang++ 22.1,64,clflush,main,const,vptr_map,om ref,2,876,964,1200,995.74,86.4,1.14,955.84,1.14,733.73,1.25,367.460,2.086,3.108
clang++ 22.1,64,clflush,main,const,flat_map,om vptr,1,404,470,544,476.68,32.2,0.43,436.78,0.43,433.46,0.43,217.081,1.075,2.084
clang++ 22.1,64,clflush,main,const,flat_map,om ref,1,668,734,898,751.51,63.9,0.85,711.60,0.85,513.43,0.92,257.133,1.752,2.469
