compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 13.3,32,warm,main,-,baseline,ovh,0,25,50,50,38.91,12.4,0.16,0.00,0.23,0.00,0.23,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,nvf,1,25,50,50,43.07,11.2,0.15,4.16,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,nvf+nvf,2,25,50,50,43.36,11.0,0.15,4.46,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,main,const,yardstick,vf,1,25,50,75,54.82,10.0,0.13,15.91,0.21,11.75,0.20,4.709,1.000,1.000
g++ 13.3,32,warm,main,const,yardstick,vf+vf,2,50,75,75,62.15,12.5,0.17,23.24,0.23,18.79,0.22,7.528,1.000,1.000
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,1,25,50,75,57.49,11.7,0.16,18.58,0.23,18.58,0.23,7.446,1.168,1.581
g++ 13.3,32,warm,main,const,vptr_vector,om ref,1,50,75,75,63.36,12.5,0.17,24.45,0.23,20.29,0.22,8.129,1.536,1.726
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,2,50,50,50,50.00,0.0,0.00,11.09,0.16,11.09,0.16,4.445,0.477,0.590
g++ 13.3,32,warm,main,const,vptr_vector,om ref,2,50,50,75,57.07,11.3,0.15,18.17,0.22,13.71,0.21,5.495,0.782,0.730
g++ 13.3,32,warm,main,const,vptr_map,om vptr,1,25,50,75,54.53,10.6,0.14,15.62,0.22,15.62,0.22,6.259,0.982,1.329
g++ 13.3,32,warm,main,const,vptr_map,om ref,1,50,75,75,68.69,10.9,0.14,29.79,0.22,25.62,0.21,10.269,1.872,2.181
g++ 13.3,32,warm,main,const,vptr_map,om vptr,2,50,50,50,50.00,0.0,0.00,11.09,0.16,11.09,0.16,4.445,0.477,0.590
g++ 13.3,32,warm,main,const,vptr_map,om ref,2,50,75,75,67.53,11.4,0.15,28.62,0.22,24.17,0.21,9.685,1.232,1.286
g++ 13.3,32,warm,main,const,flat_map,om vptr,1,25,50,75,55.01,10.8,0.14,16.11,0.22,16.11,0.22,6.454,1.012,1.371
