compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 13.3,32,warm,main,-,baseline,probe,0,25,50,50,38.91,12.4,0.16,0.00,0.23,-9.65,0.18,-3.867,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,direct,0,25,50,50,48.56,5.8,0.08,9.65,0.18,0.00,0.11,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,touch,1,25,50,50,43.67,10.9,0.14,4.76,0.22,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,touch+touch,2,25,50,50,43.33,11.1,0.15,4.42,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,main,const,yardstick,vf,1,25,50,75,53.45,12.2,0.16,14.54,0.23,9.79,0.22,3.921,1.000,1.000
g++ 13.3,32,warm,main,const,yardstick,vf+vf,2,50,75,75,63.91,12.4,0.16,25.00,0.23,20.58,0.22,8.247,1.000,1.000
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,1,25,50,75,55.29,10.5,0.14,16.38,0.22,6.73,0.16,2.698,1.126,0.688
g++ 13.3,32,warm,main,const,vptr_vector,om ref,1,50,50,75,61.22,12.4,0.16,22.31,0.23,17.55,0.22,7.034,1.534,1.794
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,2,50,50,50,50.78,4.3,0.06,11.87,0.17,2.22,0.10,0.889,0.475,0.108
g++ 13.3,32,warm,main,const,vptr_vector,om ref,2,50,50,75,57.07,11.3,0.15,18.17,0.22,13.75,0.21,5.509,0.727,0.668
g++ 13.3,32,warm,main,const,vptr_map,om vptr,1,25,50,75,55.77,10.7,0.14,16.86,0.22,7.21,0.16,2.891,1.160,0.737
g++ 13.3,32,warm,main,const,vptr_map,om ref,1,50,75,75,70.06,10.0,0.13,31.15,0.21,26.39,0.20,10.576,2.142,2.697
g++ 13.3,32,warm,main,const,vptr_map,om vptr,2,50,50,50,50.38,3.1,0.04,11.47,0.17,1.82,0.09,0.731,0.459,0.089
g++ 13.3,32,warm,main,const,vptr_map,om ref,2,50,75,75,66.89,11.7,0.16,27.98,0.23,23.56,0.21,9.441,1.119,1.145
g++ 13.3,32,warm,main,const,flat_map,om vptr,1,25,50,75,56.76,11.3,0.15,17.85,0.22,8.20,0.17,3.287,1.227,0.838
g++ 13.3,32,warm,main,const,flat_map,om ref,1,50,75,75,70.12,9.9,0.13,31.21,0.21,26.45,0.19,10.601,2.146,2.703
g++ 13.3,32,warm,main,const,flat_map,om vptr,2,50,50,50,50.50,3.5,0.05,11.59,0.17,1.94,0.09,0.779,0.464,0.094
g++ 13.3,32,warm,main,const,flat_map,om ref,2,50,75,75,69.69,10.2,0.14,30.79,0.21,26.36,0.20,10.566,1.231,1.281
g++ 13.3,32,warm,main,const,indirect,om vptr,1,25,50,75,58.14,11.8,0.16,19.24,0.23,9.59,0.17,3.842,1.323,0.980
g++ 13.3,32,warm,main,const,indirect,om ref,1,50,75,75,66.66,11.8,0.16,27.75,0.23,22.99,0.21,9.214,1.908,2.350
g++ 13.3,32,warm,main,const,indirect,om vptr,2,50,50,75,53.00,8.1,0.11,14.09,0.20,4.44,0.13,1.781,0.564,0.216
g++ 13.3,32,warm,main,const,indirect,om ref,2,50,50,75,59.90,12.2,0.16,21.00,0.23,16.57,0.22,6.642,0.840,0.805
g++ 13.3,32,warm,inplace,-,baseline,touch,1,25,50,50,43.68,10.9,0.14,4.77,0.22,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,inplace,-,baseline,touch+touch,2,25,50,50,43.46,11.0,0.15,4.55,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,inplace,const,yardstick,vf,1,25,50,75,53.53,12.0,0.16,14.62,0.23,9.85,0.21,3.948,1.000,1.000
g++ 13.3,32,warm,inplace,const,yardstick,vf+vf,2,50,75,75,63.54,12.5,0.16,24.64,0.23,20.08,0.22,8.049,1.000,1.000
g++ 13.3,32,warm,inplace,const,inplace,om ref,1,25,50,75,55.39,12.1,0.16,16.48,0.23,11.71,0.22,4.691,1.127,1.188
g++ 13.3,32,warm,inplace,const,inplace,om ref,2,50,50,50,50.00,0.0,0.00,11.09,0.16,6.54,0.15,2.621,0.450,0.326
g++ 13.3,32,warm,inplace_ind,-,baseline,touch,1,25,50,50,43.51,11.0,0.15,4.60,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,inplace_ind,-,baseline,touch+touch,2,25,50,50,43.47,11.0,0.15,4.57,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,32,warm,inplace_ind,const,yardstick,vf,1,25,50,75,53.40,12.0,0.16,14.50,0.23,9.89,0.21,3.965,1.000,1.000
g++ 13.3,32,warm,inplace_ind,const,yardstick,vf+vf,2,50,75,75,63.10,12.5,0.17,24.19,0.23,19.62,0.22,7.864,1.000,1.000
g++ 13.3,32,warm,inplace_ind,const,inplace_ind,om ref,1,25,50,75,59.85,12.3,0.16,20.94,0.23,16.34,0.22,6.549,1.445,1.652
g++ 13.3,32,warm,inplace_ind,const,inplace_ind,om ref,2,50,50,75,51.60,6.1,0.08,12.69,0.18,8.13,0.17,3.257,0.525,0.414
g++ 13.3,32,warm,main,use,yardstick,vf,1,25,50,75,55.86,11.3,0.15,16.95,0.22,12.19,0.21,4.886,1.000,1.000
g++ 13.3,32,warm,main,use,yardstick,vf+vf,2,50,75,75,64.63,12.3,0.16,25.72,0.23,21.30,0.22,8.537,1.000,1.000
g++ 13.3,32,warm,main,use,vptr_vector,om vptr,1,50,50,75,57.45,11.4,0.15,18.54,0.22,13.79,0.21,5.525,1.094,1.131
g++ 13.3,32,warm,main,use,vptr_vector,om ref,1,50,75,75,63.89,12.4,0.16,24.98,0.23,20.22,0.22,8.103,1.473,1.658
g++ 13.3,32,warm,main,use,vptr_vector,om vptr,2,50,50,75,52.04,6.8,0.09,13.13,0.19,8.71,0.17,3.489,0.510,0.409
g++ 13.3,32,warm,main,use,vptr_vector,om ref,2,50,50,75,58.23,11.7,0.16,19.32,0.23,14.90,0.21,5.973,0.751,0.700
g++ 13.3,32,warm,main,use,vptr_map,om vptr,1,50,50,75,55.34,10.2,0.14,16.43,0.21,11.67,0.20,4.677,0.969,0.957
g++ 13.3,32,warm,main,use,vptr_map,om ref,1,50,75,75,72.29,7.8,0.10,33.38,0.19,28.62,0.18,11.471,1.969,2.347
g++ 13.3,32,warm,main,use,vptr_map,om vptr,2,50,50,75,51.89,6.6,0.09,12.99,0.19,8.57,0.17,3.433,0.505,0.402
g++ 13.3,32,warm,main,use,vptr_map,om ref,2,50,75,75,67.60,11.4,0.15,28.69,0.22,24.27,0.21,9.725,1.115,1.139
g++ 13.3,32,warm,main,use,flat_map,om vptr,1,50,50,75,57.86,11.6,0.15,18.95,0.23,14.19,0.21,5.688,1.118,1.164
g++ 13.3,32,warm,main,use,flat_map,om ref,1,50,75,75,68.85,10.8,0.14,29.94,0.22,25.18,0.20,10.093,1.766,2.065
g++ 13.3,32,warm,main,use,flat_map,om vptr,2,50,50,75,52.28,7.2,0.10,13.37,0.19,8.95,0.17,3.586,0.520,0.420
g++ 13.3,32,warm,main,use,flat_map,om ref,2,50,75,75,69.71,10.2,0.14,30.80,0.21,26.38,0.20,10.571,1.197,1.238
g++ 13.3,32,warm,main,use,indirect,om vptr,1,50,50,75,61.03,12.4,0.16,22.12,0.23,17.36,0.22,6.957,1.305,1.424
g++ 13.3,32,warm,main,use,indirect,om ref,1,50,75,75,68.73,10.8,0.14,29.82,0.22,25.06,0.20,10.044,1.759,2.055
g++ 13.3,32,warm,main,use,indirect,om vptr,2,50,50,75,53.74,8.9,0.12,14.83,0.20,10.41,0.19,4.173,0.577,0.489
g++ 13.3,32,warm,main,use,indirect,om ref,2,50,50,75,60.25,12.3,0.16,21.34,0.23,16.92,0.22,6.781,0.830,0.794
g++ 13.3,32,warm,inplace,use,yardstick,vf,1,25,50,75,55.78,11.2,0.15,16.87,0.22,12.10,0.21,4.850,1.000,1.000
g++ 13.3,32,warm,inplace,use,yardstick,vf+vf,2,50,75,75,64.90,12.3,0.16,26.00,0.23,21.44,0.22,8.593,1.000,1.000
g++ 13.3,32,warm,inplace_ind,use,yardstick,vf,1,25,50,75,55.70,11.1,0.15,16.79,0.22,12.19,0.21,4.886,1.000,1.000
g++ 13.3,32,warm,inplace_ind,use,yardstick,vf+vf,2,50,75,75,64.36,12.4,0.16,25.45,0.23,20.89,0.22,8.370,1.000,1.000
g++ 13.3,32,warm,inplace,use,inplace,om ref,1,25,50,75,56.42,11.6,0.15,17.51,0.23,12.74,0.21,5.104,1.038,1.053
g++ 13.3,32,warm,inplace,use,inplace,om ref,2,50,50,50,50.14,1.9,0.02,11.23,0.17,6.68,0.15,2.677,0.432,0.312
g++ 13.3,32,warm,inplace_ind,use,inplace_ind,om ref,1,25,50,75,61.53,12.6,0.17,22.62,0.23,18.02,0.22,7.222,1.347,1.478
g++ 13.3,32,warm,inplace_ind,use,inplace_ind,om ref,2,50,50,75,52.20,7.1,0.09,13.29,0.19,8.72,0.17,3.496,0.522,0.418
g++ 13.3,32,clflush,main,-,baseline,probe,0,25,50,50,38.79,12.4,0.16,0.00,0.23,-10.04,0.18,-4.025,0.000,0.000
