compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 15.2,64,clflush,main,-,baseline,probe,0,26,28,28,27.32,0.9,0.01,0.00,0.02,-1.68,0.02,-0.841,0.000,0.000
g++ 15.2,64,clflush,main,-,baseline,direct,0,26,30,30,29.00,1.1,0.01,1.68,0.02,0.00,0.02,0.000,0.000,0.000
g++ 15.2,64,clflush,main,-,baseline,touch,1,30,206,220,195.98,21.8,0.29,168.67,0.29,0.00,0.41,0.000,0.000,0.000
g++ 15.2,64,clflush,main,-,baseline,touch+touch,2,158,212,286,218.60,42.0,0.56,191.29,0.56,0.00,0.79,0.000,0.000,0.000
g++ 15.2,64,clflush,main,const,yardstick,vf,1,170,362,480,369.78,46.9,0.62,342.46,0.62,173.79,0.69,87.037,1.000,1.000
g++ 15.2,64,clflush,main,const,yardstick,vf+vf,2,300,386,514,397.01,54.1,0.72,369.69,0.72,178.40,0.91,89.348,1.000,1.000
g++ 15.2,64,clflush,main,const,vptr_vector,om vptr,1,374,392,418,397.17,21.5,0.29,369.85,0.29,368.17,0.29,184.387,1.080,2.118
g++ 15.2,64,clflush,main,const,vptr_vector,om ref,1,716,788,968,810.44,65.8,0.87,783.13,0.87,614.46,0.92,307.729,2.287,3.536
g++ 15.2,64,clflush,main,const,vptr_vector,om vptr,2,558,586,724,598.17,45.5,0.60,570.85,0.60,569.17,0.60,285.050,1.544,3.190
g++ 15.2,64,clflush,main,const,vptr_vector,om ref,2,926,994,1212,1017.67,76.5,1.01,990.35,1.01,799.07,1.16,400.183,2.679,4.479
g++ 15.2,64,clflush,main,const,vptr_map,om vptr,1,372,394,412,396.87,24.0,0.32,369.55,0.32,367.87,0.32,184.235,1.079,2.117
g++ 15.2,64,clflush,main,const,vptr_map,om ref,1,546,612,704,619.82,37.5,0.50,592.51,0.50,423.84,0.57,212.264,1.730,2.439
g++ 15.2,64,clflush,main,const,vptr_map,om vptr,2,542,592,712,606.25,42.6,0.56,578.94,0.56,577.26,0.56,289.098,1.566,3.236
g++ 15.2,64,clflush,main,const,vptr_map,om ref,2,740,818,1024,840.02,70.0,0.93,812.70,0.93,621.41,1.08,311.213,2.198,3.483
g++ 15.2,64,clflush,main,const,flat_map,om vptr,1,338,396,416,399.18,24.9,0.33,371.87,0.33,370.19,0.33,185.395,1.086,2.130
g++ 15.2,64,clflush,main,const,flat_map,om ref,1,536,610,750,625.62,54.2,0.72,598.30,0.72,429.64,0.77,215.168,1.747,2.472
g++ 15.2,64,clflush,main,const,flat_map,om vptr,2,566,592,732,607.45,44.4,0.59,580.13,0.59,578.45,0.59,289.697,1.569,3.242
g++ 15.2,64,clflush,main,const,flat_map,om ref,2,738,804,1038,833.70,77.5,1.03,806.38,1.03,615.09,1.17,308.048,2.181,3.448
g++ 15.2,64,clflush,main,const,indirect,om vptr,1,380,422,450,424.54,28.4,0.38,397.22,0.38,395.55,0.38,198.095,1.160,2.276
g++ 15.2,64,clflush,main,const,indirect,om ref,1,808,970,1176,991.03,67.3,0.89,963.71,0.89,795.04,0.94,398.168,2.814,4.575
g++ 15.2,64,clflush,main,const,indirect,om vptr,2,560,598,786,624.28,70.5,0.93,596.96,0.93,595.28,0.93,298.125,1.615,3.337
g++ 15.2,64,clflush,main,const,indirect,om ref,2,1084,1176,1416,1206.67,88.4,1.17,1179.36,1.17,988.07,1.30,494.839,3.190,5.538
g++ 15.2,64,clflush,inplace,-,baseline,touch,1,156,204,222,193.81,28.7,0.38,166.50,0.38,0.00,0.54,0.000,0.000,0.000
g++ 15.2,64,clflush,inplace,-,baseline,touch+touch,2,162,212,332,217.05,51.5,0.68,189.73,0.68,0.00,0.96,0.000,0.000,0.000
g++ 15.2,64,clflush,inplace,const,yardstick,vf,1,296,366,482,374.34,49.4,0.65,347.03,0.66,180.53,0.76,90.413,1.000,1.000
g++ 15.2,64,clflush,inplace,const,yardstick,vf+vf,2,310,410,560,418.94,64.9,0.86,391.63,0.86,201.89,1.10,101.112,1.000,1.000
g++ 15.2,64,clflush,inplace,const,inplace,om ref,1,306,402,512,405.32,49.7,0.66,378.01,0.66,211.51,0.76,105.928,1.089,1.172
g++ 15.2,64,clflush,inplace,const,inplace,om ref,2,500,598,826,621.49,82.0,1.09,594.17,1.09,404.44,1.28,202.549,1.517,2.003
g++ 15.2,64,clflush,inplace_ind,-,baseline,touch,1,156,204,222,193.16,23.9,0.32,165.85,0.32,0.00,0.45,0.000,0.000,0.000
g++ 15.2,64,clflush,inplace_ind,-,baseline,touch+touch,2,164,212,338,215.87,51.6,0.68,188.55,0.68,0.00,0.97,0.000,0.000,0.000
g++ 15.2,64,clflush,inplace_ind,const,yardstick,vf,1,294,368,500,378.54,53.3,0.71,351.22,0.71,185.37,0.77,92.838,1.000,1.000
g++ 15.2,64,clflush,inplace_ind,const,yardstick,vf+vf,2,306,394,548,404.90,61.5,0.81,377.59,0.81,189.04,1.06,94.672,1.000,1.000
g++ 15.2,64,clflush,inplace_ind,const,inplace_ind,om ref,1,558,598,736,611.01,46.8,0.62,583.70,0.62,417.85,0.70,209.266,1.662,2.254
g++ 15.2,64,clflush,inplace_ind,const,inplace_ind,om ref,2,748,782,934,801.66,59.5,0.79,774.34,0.79,585.79,1.04,293.371,2.051,3.099
g++ 15.2,64,clflush,main,use,yardstick,vf,1,176,364,466,371.62,43.0,0.57,344.31,0.57,175.64,0.64,87.963,1.000,1.000
g++ 15.2,64,clflush,main,use,yardstick,vf+vf,2,300,394,544,404.18,58.3,0.77,376.86,0.77,185.58,0.95,92.939,1.000,1.000
g++ 15.2,64,clflush,main,use,vptr_vector,om vptr,1,340,400,456,405.59,27.2,0.36,378.27,0.36,209.60,0.46,104.971,1.099,1.193
