compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
clang++ 18.1,64,warm,main,-,baseline,probe,0,25,50,50,41.43,11.9,0.16,0.00,0.22,-1.83,0.22,-0.747,0.000,0.000
clang++ 18.1,64,warm,main,-,baseline,direct,0,25,50,50,43.26,11.1,0.15,1.83,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 18.1,64,warm,main,-,baseline,nvf,1,25,50,50,42.88,11.3,0.15,1.45,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 18.1,64,warm,main,-,baseline,nvf+nvf,2,25,50,50,43.29,11.1,0.15,1.86,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 18.1,64,warm,main,const,yardstick,vf,1,25,50,50,47.68,7.2,0.10,6.25,0.18,4.81,0.18,1.958,1.000,1.000
clang++ 18.1,64,warm,main,const,yardstick,vf+vf,2,25,50,75,61.06,12.6,0.17,19.63,0.23,17.77,0.22,7.237,1.000,1.000
clang++ 18.1,64,warm,main,const,vptr_vector,om vptr,1,25,50,50,48.84,5.3,0.07,7.41,0.17,5.57,0.16,2.270,1.184,1.160
clang++ 18.1,64,warm,main,const,vptr_vector,om ref,1,50,50,75,54.89,9.9,0.13,13.46,0.20,12.02,0.20,4.894,2.153,2.500
clang++ 18.1,64,warm,main,const,vptr_vector,om vptr,2,50,50,50,50.00,0.0,0.00,8.57,0.16,6.74,0.15,2.744,0.437,0.379
clang++ 18.1,64,warm,main,const,vptr_vector,om ref,2,50,50,75,56.72,11.1,0.15,15.29,0.22,13.43,0.21,5.469,0.779,0.756
clang++ 18.1,64,warm,main,const,vptr_map,om vptr,1,25,50,50,48.83,5.3,0.07,7.40,0.17,5.57,0.16,2.268,1.184,1.159
clang++ 18.1,64,warm,main,const,vptr_map,om ref,1,50,75,75,63.44,12.5,0.17,22.01,0.23,20.56,0.22,8.373,3.519,4.277
clang++ 18.1,64,warm,main,const,vptr_map,om vptr,2,50,50,50,50.00,0.0,0.00,8.57,0.16,6.74,0.15,2.744,0.437,0.379
clang++ 18.1,64,warm,main,const,vptr_map,om ref,2,50,75,75,70.09,9.9,0.13,28.66,0.20,26.80,0.20,10.913,1.460,1.508
clang++ 18.1,64,warm,main,const,flat_map,om vptr,1,25,50,50,48.78,5.4,0.07,7.35,0.17,5.52,0.16,2.247,1.175,1.148
clang++ 18.1,64,warm,main,const,flat_map,om ref,1,50,75,75,66.25,11.9,0.16,24.82,0.22,23.37,0.22,9.518,3.968,4.862
clang++ 18.1,64,warm,main,const,flat_map,om vptr,2,50,50,50,50.00,0.0,0.00,8.57,0.16,6.74,0.15,2.744,0.437,0.379
clang++ 18.1,64,warm,main,const,flat_map,om ref,2,50,75,75,71.21,9.0,0.12,29.78,0.20,27.92,0.19,11.371,1.517,1.571
clang++ 18.1,64,warm,main,const,indirect,om vptr,1,25,50,50,49.32,4.1,0.05,7.89,0.17,6.05,0.16,2.465,1.261,1.259
clang++ 18.1,64,warm,main,const,indirect,om ref,1,50,50,75,57.36,11.4,0.15,15.93,0.22,14.49,0.21,5.900,2.548,3.014
clang++ 18.1,64,warm,main,const,indirect,om vptr,2,50,50,50,51.09,5.1,0.07,9.66,0.17,7.82,0.16,3.186,0.492,0.440
clang++ 18.1,64,warm,main,const,indirect,om ref,2,50,50,75,57.92,11.6,0.15,16.49,0.22,14.63,0.21,5.959,0.840,0.823
clang++ 18.1,64,warm,inplace,-,baseline,nvf,1,25,50,50,42.90,11.3,0.15,1.47,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 18.1,64,warm,inplace,-,baseline,nvf+nvf,2,25,50,50,42.86,11.3,0.15,1.43,0.22,0.00,0.21,0.000,0.000,0.000
