compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
clang++ 22.1,64,warm,main,-,baseline,probe,0,25,50,50,38.97,12.4,0.16,0.00,0.23,-4.04,0.22,-1.617,0.000,0.000
clang++ 22.1,64,warm,main,-,baseline,direct,0,25,50,50,43.01,11.2,0.15,4.04,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,main,-,baseline,touch,1,25,50,50,42.78,11.3,0.15,3.81,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,main,-,baseline,touch+touch,2,25,50,50,42.84,11.3,0.15,3.86,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,main,const,yardstick,vf,1,25,50,50,48.32,6.3,0.08,9.35,0.18,5.54,0.17,2.222,1.000,1.000
clang++ 22.1,64,warm,main,const,yardstick,vf+vf,2,25,50,75,60.16,12.5,0.17,21.19,0.23,17.32,0.22,6.943,1.000,1.000
clang++ 22.1,64,warm,main,const,vptr_vector,om vptr,1,25,50,50,49.60,3.1,0.04,10.63,0.17,6.59,0.15,2.642,1.136,1.189
clang++ 22.1,64,warm,main,const,vptr_vector,om ref,1,50,50,75,55.21,10.2,0.13,16.24,0.21,12.43,0.20,4.981,1.736,2.242
clang++ 22.1,64,warm,main,const,vptr_vector,om vptr,2,25,50,50,49.99,0.5,0.01,11.02,0.16,6.98,0.15,2.798,0.520,0.403
clang++ 22.1,64,warm,main,const,vptr_vector,om ref,2,50,50,75,55.71,10.5,0.14,16.74,0.22,12.87,0.20,5.159,0.790,0.743
clang++ 22.1,64,warm,main,const,vptr_map,om vptr,1,25,50,50,48.77,5.4,0.07,9.79,0.18,5.76,0.17,2.308,1.047,1.039
clang++ 22.1,64,warm,main,const,vptr_map,om ref,1,50,75,75,64.21,12.4,0.16,25.24,0.23,21.43,0.22,8.590,2.699,3.866
clang++ 22.1,64,warm,main,const,vptr_map,om vptr,2,50,50,50,50.00,0.0,0.00,11.03,0.16,6.99,0.15,2.802,0.520,0.404
clang++ 22.1,64,warm,main,const,vptr_map,om ref,2,50,75,75,70.47,9.6,0.13,31.50,0.21,27.63,0.20,11.074,1.486,1.595
clang++ 22.1,64,warm,main,const,flat_map,om vptr,1,25,50,50,48.88,5.2,0.07,9.90,0.18,5.87,0.16,2.352,1.059,1.059
clang++ 22.1,64,warm,main,const,flat_map,om ref,1,50,75,75,65.65,12.1,0.16,26.68,0.23,22.87,0.22,9.166,2.853,4.126
clang++ 22.1,64,warm,main,const,flat_map,om vptr,2,50,50,50,50.00,0.0,0.00,11.03,0.16,6.99,0.15,2.802,0.520,0.404
clang++ 22.1,64,warm,main,const,flat_map,om ref,2,50,75,75,68.23,11.1,0.15,29.25,0.22,25.39,0.21,10.175,1.381,1.466
clang++ 22.1,64,warm,main,const,indirect,om vptr,1,25,50,50,49.95,1.1,0.01,10.98,0.17,6.94,0.15,2.782,1.174,1.252
clang++ 22.1,64,warm,main,const,indirect,om ref,1,50,50,75,58.23,11.7,0.16,19.25,0.23,15.45,0.22,6.191,2.059,2.786
clang++ 22.1,64,warm,main,const,indirect,om vptr,2,50,50,50,51.04,5.0,0.07,12.07,0.18,8.04,0.16,3.220,0.570,0.464
clang++ 22.1,64,warm,main,const,indirect,om ref,2,50,50,75,57.97,11.7,0.15,19.00,0.23,15.13,0.21,6.064,0.897,0.873
clang++ 22.1,64,warm,inplace,-,baseline,touch,1,25,50,50,42.88,11.3,0.15,3.90,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,inplace,-,baseline,touch+touch,2,25,50,50,42.89,11.3,0.15,3.91,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,inplace,const,yardstick,vf,1,25,50,50,49.25,4.3,0.06,10.27,0.17,6.37,0.16,2.552,1.000,1.000
clang++ 22.1,64,warm,inplace,const,yardstick,vf+vf,2,25,50,75,60.62,12.6,0.17,21.64,0.23,17.73,0.22,7.106,1.000,1.000
clang++ 22.1,64,warm,inplace,const,inplace,om ref,1,25,50,50,49.36,4.0,0.05,10.38,0.17,6.48,0.16,2.596,1.011,1.017
clang++ 22.1,64,warm,inplace,const,inplace,om ref,2,25,50,50,49.97,0.9,0.01,11.00,0.16,7.08,0.15,2.839,0.508,0.399
clang++ 22.1,64,warm,inplace_ind,-,baseline,touch,1,25,50,50,42.88,11.3,0.15,3.90,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,inplace_ind,-,baseline,touch+touch,2,25,50,50,42.90,11.3,0.15,3.93,0.22,0.00,0.21,0.000,0.000,0.000
clang++ 22.1,64,warm,inplace_ind,const,yardstick,vf,1,25,50,50,49.26,4.2,0.06,10.29,0.17,6.38,0.16,2.557,1.000,1.000
clang++ 22.1,64,warm,inplace_ind,const,yardstick,vf+vf,2,25,50,75,59.79,12.4,0.16,20.82,0.23,16.89,0.22,6.771,1.000,1.000
clang++ 22.1,64,warm,inplace_ind,const,inplace_ind,om ref,1,25,50,75,51.56,6.1,0.08,12.58,0.18,8.68,0.17,3.479,1.223,1.360
clang++ 22.1,64,warm,inplace_ind,const,inplace_ind,om ref,2,50,50,75,51.42,5.8,0.08,12.44,0.18,8.52,0.17,3.413,0.598,0.504
clang++ 22.1,64,warm,main,use,yardstick,vf,1,25,50,75,53.99,12.2,0.16,15.01,0.23,11.21,0.22,4.491,1.000,1.000
