compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 13.3,64,warm,main,-,baseline,probe,0,25,50,50,38.92,12.4,0.16,0.00,0.23,-3.86,0.22,-1.572,0.000,0.000
g++ 13.3,64,warm,main,-,baseline,direct,0,25,50,50,42.78,11.3,0.15,3.86,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,main,-,baseline,touch,1,25,50,50,43.22,11.1,0.15,4.30,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,main,-,baseline,touch+touch,2,25,50,50,43.21,11.1,0.15,4.29,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,main,const,yardstick,vf,1,25,50,50,47.96,6.8,0.09,9.04,0.19,4.75,0.17,1.933,1.000,1.000
g++ 13.3,64,warm,main,const,yardstick,vf+vf,2,25,50,75,60.03,12.5,0.17,21.11,0.23,16.81,0.22,6.847,1.000,1.000
g++ 13.3,64,warm,main,const,vptr_vector,om vptr,1,25,50,50,48.29,6.3,0.08,9.37,0.18,5.51,0.17,2.246,1.036,1.162
g++ 13.3,64,warm,main,const,vptr_vector,om ref,1,50,50,75,53.76,8.9,0.12,14.84,0.20,10.54,0.19,4.293,1.641,2.221
g++ 13.3,64,warm,main,const,vptr_vector,om vptr,2,25,50,50,49.75,2.5,0.03,10.82,0.17,6.96,0.15,2.837,0.513,0.414
g++ 13.3,64,warm,main,const,vptr_vector,om ref,2,50,50,75,56.21,10.8,0.14,17.29,0.22,13.00,0.21,5.295,0.819,0.773
g++ 13.3,64,warm,main,const,vptr_map,om vptr,1,25,50,50,48.19,6.5,0.09,9.27,0.19,5.41,0.17,2.204,1.025,1.140
g++ 13.3,64,warm,main,const,vptr_map,om ref,1,50,75,75,63.08,12.5,0.17,24.16,0.23,19.86,0.22,8.089,2.671,4.185
g++ 13.3,64,warm,main,const,vptr_map,om vptr,2,25,50,50,49.71,2.7,0.04,10.79,0.17,6.93,0.15,2.824,0.511,0.412
g++ 13.3,64,warm,main,const,vptr_map,om ref,2,50,75,75,70.19,9.9,0.13,31.27,0.21,26.98,0.20,10.988,1.482,1.605
g++ 13.3,64,warm,main,const,flat_map,om vptr,1,25,50,50,48.39,6.1,0.08,9.46,0.18,5.61,0.17,2.283,1.047,1.181
g++ 13.3,64,warm,main,const,flat_map,om ref,1,50,75,75,63.47,12.5,0.17,24.55,0.23,20.25,0.22,8.248,2.714,4.267
g++ 13.3,64,warm,main,const,flat_map,om vptr,2,25,50,50,49.73,2.6,0.03,10.81,0.17,6.95,0.15,2.830,0.512,0.413
g++ 13.3,64,warm,main,const,flat_map,om ref,2,50,75,75,67.31,11.5,0.15,28.39,0.22,24.09,0.21,9.813,1.345,1.433
g++ 13.3,64,warm,main,const,indirect,om vptr,1,25,50,50,49.13,4.6,0.06,10.21,0.18,6.35,0.16,2.585,1.129,1.337
g++ 13.3,64,warm,main,const,indirect,om ref,1,50,50,75,56.53,11.0,0.15,17.61,0.22,13.31,0.21,5.420,1.947,2.804
g++ 13.3,64,warm,main,const,indirect,om vptr,2,50,50,50,50.82,4.5,0.06,11.90,0.17,8.04,0.16,3.275,0.564,0.478
g++ 13.3,64,warm,main,const,indirect,om ref,2,50,50,75,58.66,11.9,0.16,19.74,0.23,15.45,0.22,6.292,0.935,0.919
g++ 13.3,64,warm,inplace,-,baseline,touch,1,25,50,50,43.10,11.2,0.15,4.18,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,inplace,-,baseline,touch+touch,2,25,50,50,42.98,11.2,0.15,4.06,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,inplace,const,yardstick,vf,1,25,50,50,48.25,6.4,0.08,9.32,0.18,5.15,0.17,2.097,1.000,1.000
g++ 13.3,64,warm,inplace,const,yardstick,vf+vf,2,25,50,75,58.03,12.0,0.16,19.11,0.23,15.05,0.22,6.129,1.000,1.000
g++ 13.3,64,warm,inplace,const,inplace,om ref,1,25,50,50,48.82,5.3,0.07,9.89,0.18,5.72,0.16,2.329,1.061,1.111
g++ 13.3,64,warm,inplace,const,inplace,om ref,2,25,50,50,49.55,3.3,0.04,10.63,0.17,6.57,0.16,2.678,0.556,0.437
g++ 13.3,64,warm,inplace_ind,-,baseline,touch,1,25,50,50,43.11,11.2,0.15,4.18,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,inplace_ind,-,baseline,touch+touch,2,25,50,50,42.91,11.3,0.15,3.99,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,warm,inplace_ind,const,yardstick,vf,1,25,50,50,47.90,6.9,0.09,8.98,0.19,4.80,0.17,1.954,1.000,1.000
g++ 13.3,64,warm,inplace_ind,const,yardstick,vf+vf,2,25,50,75,59.71,12.5,0.17,20.79,0.23,16.80,0.22,6.842,1.000,1.000
g++ 13.3,64,warm,inplace_ind,const,inplace_ind,om ref,1,25,50,50,49.97,0.9,0.01,11.05,0.16,6.86,0.15,2.796,1.230,1.431
g++ 13.3,64,warm,inplace_ind,const,inplace_ind,om ref,2,50,50,50,51.31,5.6,0.07,12.39,0.18,8.40,0.17,3.423,0.596,0.500
g++ 13.3,64,warm,main,use,yardstick,vf,1,25,50,75,54.86,11.2,0.15,15.93,0.22,11.64,0.21,4.739,1.000,1.000
g++ 13.3,64,warm,main,use,yardstick,vf+vf,2,25,50,75,61.53,12.7,0.17,22.61,0.24,18.31,0.22,7.458,1.000,1.000
g++ 13.3,64,warm,main,use,vptr_vector,om vptr,1,25,50,75,55.14,11.5,0.15,16.22,0.22,11.92,0.21,4.855,1.018,1.025
g++ 13.3,64,warm,main,use,vptr_vector,om ref,1,50,75,75,61.87,12.5,0.17,22.95,0.23,18.65,0.22,7.596,1.440,1.603
g++ 13.3,64,warm,main,use,vptr_vector,om vptr,2,50,50,50,50.00,0.0,0.00,11.08,0.16,6.79,0.15,2.764,0.490,0.371
g++ 13.3,64,warm,main,use,vptr_vector,om ref,2,50,50,75,56.95,11.2,0.15,18.03,0.22,13.74,0.21,5.595,0.798,0.750
g++ 13.3,64,warm,main,use,vptr_map,om vptr,1,25,50,75,55.15,11.4,0.15,16.23,0.22,11.93,0.21,4.861,1.019,1.026
g++ 13.3,64,warm,main,use,vptr_map,om ref,1,50,75,75,71.13,9.0,0.12,32.21,0.20,27.91,0.19,11.367,2.021,2.398
g++ 13.3,64,warm,main,use,vptr_map,om vptr,2,50,50,50,50.00,0.0,0.00,11.08,0.16,6.79,0.15,2.764,0.490,0.371
g++ 13.3,64,warm,main,use,vptr_map,om ref,2,50,75,75,70.64,9.5,0.13,31.71,0.21,27.42,0.19,11.169,1.403,1.497
g++ 13.3,64,warm,main,use,flat_map,om vptr,1,25,50,75,55.15,11.5,0.15,16.23,0.22,11.93,0.21,4.859,1.018,1.025
g++ 13.3,64,warm,main,use,flat_map,om ref,1,50,75,75,71.75,8.4,0.11,32.83,0.20,28.54,0.18,11.622,2.061,2.452
g++ 13.3,64,warm,main,use,flat_map,om vptr,2,50,50,50,50.00,0.0,0.00,11.08,0.16,6.79,0.15,2.764,0.490,0.371
g++ 13.3,64,warm,main,use,flat_map,om ref,2,50,75,75,68.60,10.9,0.14,29.68,0.22,25.39,0.21,10.340,1.313,1.386
g++ 13.3,64,warm,main,use,indirect,om vptr,1,25,50,75,57.64,11.6,0.15,18.71,0.22,14.42,0.21,5.872,1.175,1.239
g++ 13.3,64,warm,main,use,indirect,om ref,1,50,75,75,65.66,12.1,0.16,26.74,0.23,22.44,0.22,9.141,1.678,1.929
g++ 13.3,64,warm,main,use,indirect,om vptr,2,50,50,50,51.12,5.2,0.07,12.20,0.18,7.91,0.16,3.221,0.540,0.432
g++ 13.3,64,warm,main,use,indirect,om ref,2,50,50,75,58.73,11.9,0.16,19.81,0.23,15.51,0.22,6.319,0.876,0.847
g++ 13.3,64,warm,inplace,use,yardstick,vf,1,25,50,75,55.95,11.5,0.15,17.03,0.22,12.86,0.21,5.236,1.000,1.000
g++ 13.3,64,warm,inplace,use,yardstick,vf+vf,2,25,50,75,58.82,12.2,0.16,19.89,0.23,15.84,0.22,6.451,1.000,1.000
g++ 13.3,64,warm,inplace_ind,use,yardstick,vf,1,25,50,75,55.19,11.2,0.15,16.27,0.22,12.09,0.21,4.923,1.000,1.000
g++ 13.3,64,warm,inplace_ind,use,yardstick,vf+vf,2,25,50,75,59.96,12.6,0.17,21.04,0.23,17.06,0.22,6.947,1.000,1.000
g++ 13.3,64,warm,inplace,use,inplace,om ref,1,25,50,75,55.17,11.6,0.15,16.25,0.23,12.07,0.21,4.918,0.954,0.939
g++ 13.3,64,warm,inplace,use,inplace,om ref,2,50,50,50,50.00,0.0,0.00,11.08,0.16,7.02,0.15,2.860,0.557,0.443
g++ 13.3,64,warm,inplace_ind,use,inplace_ind,om ref,1,25,50,75,58.64,11.9,0.16,19.72,0.23,15.54,0.22,6.329,1.212,1.286
g++ 13.3,64,warm,inplace_ind,use,inplace_ind,om ref,2,50,50,75,51.66,6.2,0.08,12.74,0.18,8.75,0.17,3.566,0.605,0.513
g++ 13.3,64,clflush,main,-,baseline,probe,0,25,50,50,38.81,12.4,0.16,0.00,0.23,-3.83,0.22,-1.560,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,direct,0,25,50,50,42.64,11.4,0.15,3.83,0.22,0.00,0.21,0.000,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,touch,1,250,275,375,299.67,98.8,1.31,260.86,1.32,0.00,1.85,0.000,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,touch+touch,2,250,300,875,366.53,177.6,2.35,327.72,2.36,0.00,3.33,0.000,0.000,0.000
g++ 13.3,64,clflush,main,const,yardstick,vf,1,500,525,1050,581.48,172.8,2.29,542.67,2.30,281.81,2.64,114.781,1.000,1.000
g++ 13.3,64,clflush,main,const,yardstick,vf+vf,2,500,575,1375,697.60,281.4,3.73,658.79,3.73,331.07,4.41,134.844,1.000,1.000
g++ 13.3,64,clflush,main,const,vptr_vector,om vptr,1,500,550,1250,658.50,234.3,3.10,619.69,3.11,615.86,3.11,250.843,1.142,2.185
g++ 13.3,64,clflush,main,const,vptr_vector,om ref,1,900,1000,1750,1135.56,285.2,3.78,1096.75,3.78,835.89,4.00,340.461,2.021,2.966
g++ 13.3,64,clflush,main,const,vptr_vector,om vptr,2,675,725,1475,837.80,245.9,3.26,798.99,3.26,795.16,3.26,323.872,1.213,2.402
g++ 13.3,64,clflush,main,const,vptr_vector,om ref,2,1125,1250,2100,1451.93,352.0,4.66,1413.11,4.67,1085.39,5.22,442.084,2.145,3.278
g++ 13.3,64,clflush,main,const,vptr_map,om vptr,1,450,475,1025,550.79,176.1,2.33,511.97,2.34,508.14,2.34,206.969,0.943,1.803
g++ 13.3,64,clflush,main,const,vptr_map,om ref,1,675,725,1450,845.53,246.0,3.26,806.72,3.26,545.86,3.51,222.330,1.487,1.937
g++ 13.3,64,clflush,main,const,vptr_map,om vptr,2,675,750,1425,841.21,226.3,3.00,802.39,3.00,798.57,3.00,325.258,1.218,2.412
g++ 13.3,64,clflush,main,const,vptr_map,om ref,2,900,1025,1825,1178.28,308.1,4.08,1139.47,4.08,811.75,4.71,330.628,1.730,2.452
g++ 13.3,64,clflush,main,const,flat_map,om vptr,1,450,475,950,536.51,154.3,2.04,497.70,2.05,493.87,2.05,201.154,0.917,1.753
g++ 13.3,64,clflush,main,const,flat_map,om ref,1,675,750,1475,864.19,256.4,3.40,825.38,3.40,564.52,3.64,229.931,1.521,2.003
