compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 13.3,64,clflush,main,-,baseline,probe,0,25,50,50,38.96,12.4,0.16,0.00,0.23,-3.02,0.23,-1.212,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,direct,0,25,50,50,41.98,11.7,0.15,3.02,0.23,0.00,0.22,0.000,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,touch,1,225,275,350,298.64,95.8,1.27,259.69,1.28,0.00,1.79,0.000,0.000,0.000
g++ 13.3,64,clflush,main,-,baseline,touch+touch,2,275,300,825,362.26,166.7,2.21,323.31,2.21,0.00,3.12,0.000,0.000,0.000
g++ 13.3,64,clflush,main,const,yardstick,vf,1,450,525,1050,589.34,173.0,2.29,550.39,2.30,290.70,2.62,116.592,1.000,1.000
g++ 13.3,64,clflush,main,const,yardstick,vf+vf,2,475,575,1375,683.15,274.3,3.63,644.20,3.64,320.89,4.25,128.702,1.000,1.000
g++ 13.3,64,clflush,main,const,vptr_vector,om vptr,1,475,525,725,553.06,75.3,1.00,514.11,1.01,511.08,1.01,204.984,0.934,1.758
g++ 13.3,64,clflush,main,const,vptr_vector,om ref,1,975,1050,1850,1182.73,268.4,3.56,1143.77,3.56,884.08,3.77,354.585,2.078,3.041
g++ 13.3,64,clflush,main,const,vptr_vector,om vptr,2,750,800,1525,934.56,252.3,3.34,895.61,3.35,892.58,3.35,357.995,1.390,2.782
g++ 13.3,64,clflush,main,const,vptr_vector,om ref,2,1050,1400,2225,1569.10,339.5,4.50,1530.14,4.50,1206.83,5.01,484.033,2.375,3.761
g++ 13.3,64,clflush,main,const,vptr_map,om vptr,1,475,550,775,561.24,88.0,1.17,522.29,1.18,519.26,1.18,208.264,0.949,1.786
g++ 13.3,64,clflush,main,const,vptr_map,om ref,1,750,825,1475,913.37,222.5,2.95,874.42,2.95,614.73,3.21,246.553,1.589,2.115
g++ 13.3,64,clflush,main,const,vptr_map,om vptr,2,725,825,1450,915.28,224.6,2.98,876.32,2.98,873.30,2.98,350.260,1.360,2.721
g++ 13.3,64,clflush,main,const,vptr_map,om ref,2,1000,1100,1925,1264.57,294.6,3.90,1225.61,3.91,902.31,4.48,361.894,1.903,2.812
g++ 13.3,64,clflush,main,const,flat_map,om vptr,1,475,525,875,571.11,120.5,1.60,532.15,1.60,529.13,1.60,212.221,0.967,1.820
g++ 13.3,64,clflush,main,const,flat_map,om ref,1,675,725,1150,778.81,155.4,2.06,739.86,2.06,480.17,2.42,192.584,1.344,1.652
g++ 13.3,64,clflush,main,const,flat_map,om vptr,2,675,725,1300,800.45,191.8,2.54,761.49,2.55,758.47,2.54,304.205,1.182,2.364
g++ 13.3,64,clflush,main,const,flat_map,om ref,2,900,1000,1850,1158.46,304.2,4.03,1119.51,4.03,796.20,4.59,319.338,1.738,2.481
g++ 13.3,64,clflush,main,const,indirect,om vptr,1,475,550,1225,689.50,258.3,3.42,650.54,3.42,647.52,3.42,259.706,1.182,2.227
g++ 13.3,64,clflush,main,const,indirect,om ref,1,925,1175,2000,1350.36,299.9,3.97,1311.40,3.98,1051.71,4.17,421.817,2.383,3.618
g++ 13.3,64,clflush,main,const,indirect,om vptr,2,675,750,1575,905.87,293.0,3.88,866.91,3.88,863.89,3.88,346.486,1.346,2.692
g++ 13.3,64,clflush,main,const,indirect,om ref,2,1200,1475,2300,1657.71,340.3,4.51,1618.76,4.51,1295.45,5.02,519.576,2.513,4.037
g++ 13.3,64,clflush,inplace,-,baseline,touch,1,200,250,325,265.67,94.4,1.25,226.71,1.26,0.00,1.77,0.000,0.000,0.000
g++ 13.3,64,clflush,inplace,-,baseline,touch+touch,2,225,275,800,331.54,163.0,2.16,292.58,2.17,0.00,3.05,0.000,0.000,0.000
g++ 13.3,64,clflush,inplace,const,yardstick,vf,1,425,475,1000,541.19,171.3,2.27,502.23,2.28,275.52,2.59,110.505,1.000,1.000
g++ 13.3,64,clflush,inplace,const,yardstick,vf+vf,2,425,500,1300,616.87,256.8,3.40,577.92,3.41,285.33,4.03,114.441,1.000,1.000
g++ 13.3,64,clflush,inplace,const,inplace,om ref,1,450,500,1300,641.82,276.4,3.66,602.87,3.66,376.16,3.87,150.868,1.200,1.365
g++ 13.3,64,clflush,inplace,const,inplace,om ref,2,625,875,1425,943.67,258.5,3.42,904.71,3.43,612.13,4.05,245.512,1.565,2.145
g++ 13.3,64,clflush,inplace_ind,-,baseline,touch,1,200,250,375,272.23,112.1,1.49,233.28,1.49,0.00,2.10,0.000,0.000,0.000
g++ 13.3,64,clflush,inplace_ind,-,baseline,touch+touch,2,225,275,800,331.02,158.3,2.10,292.06,2.10,0.00,2.96,0.000,0.000,0.000
g++ 13.3,64,clflush,inplace_ind,const,yardstick,vf,1,400,475,1000,518.88,172.6,2.29,479.92,2.29,246.64,2.73,98.924,1.000,1.000
g++ 13.3,64,clflush,inplace_ind,const,yardstick,vf+vf,2,400,500,1300,608.72,266.3,3.53,569.76,3.53,277.70,4.10,111.380,1.000,1.000
g++ 13.3,64,clflush,inplace_ind,const,inplace_ind,om ref,1,650,700,1375,784.89,217.9,2.89,745.93,2.89,512.66,3.25,205.615,1.554,2.079
g++ 13.3,64,clflush,inplace_ind,const,inplace_ind,om ref,2,700,1150,1800,1225.55,333.2,4.41,1186.60,4.42,894.54,4.89,358.777,2.083,3.221
g++ 13.3,64,clflush,main,use,yardstick,vf,1,400,475,950,514.24,160.4,2.12,475.29,2.13,215.60,2.47,86.471,1.000,1.000
g++ 13.3,64,clflush,main,use,yardstick,vf+vf,2,400,500,1300,604.28,263.9,3.50,565.32,3.50,242.02,4.13,97.068,1.000,1.000
g++ 13.3,64,clflush,main,use,vptr_vector,om vptr,1,425,525,1225,658.75,252.5,3.34,619.79,3.35,360.11,3.58,144.430,1.304,1.670
g++ 13.3,64,clflush,main,use,vptr_vector,om ref,1,900,950,1575,1041.11,220.0,2.91,1002.15,2.92,742.46,3.18,297.786,2.109,3.444
g++ 13.3,64,clflush,main,use,vptr_vector,om vptr,2,650,700,1450,810.09,229.4,3.04,771.14,3.04,447.83,3.76,179.614,1.364,1.850
g++ 13.3,64,clflush,main,use,vptr_vector,om ref,2,925,1175,1850,1297.61,233.1,3.09,1258.66,3.09,935.35,3.80,375.148,2.226,3.865
g++ 13.3,64,clflush,main,use,vptr_map,om vptr,1,425,500,1300,656.52,273.9,3.63,617.56,3.63,357.87,3.84,143.535,1.299,1.660
g++ 13.3,64,clflush,main,use,vptr_map,om ref,1,600,725,925,745.36,94.5,1.25,706.40,1.26,446.71,1.78,179.167,1.486,2.072
g++ 13.3,64,clflush,main,use,vptr_map,om vptr,2,675,700,1275,780.12,175.5,2.32,741.16,2.33,417.86,3.21,167.592,1.311,1.727
g++ 13.3,64,clflush,main,use,vptr_map,om ref,2,875,1000,1850,1153.77,297.4,3.94,1114.81,3.94,791.50,4.52,317.454,1.972,3.270
g++ 13.3,64,clflush,main,use,flat_map,om vptr,1,400,525,1000,574.25,156.6,2.07,535.29,2.08,275.60,2.43,110.537,1.126,1.278
g++ 13.3,64,clflush,main,use,flat_map,om ref,1,700,775,1500,881.86,247.2,3.27,842.90,3.28,583.21,3.51,233.912,1.773,2.705
g++ 13.3,64,clflush,main,use,flat_map,om vptr,2,675,725,1250,780.42,162.2,2.15,741.46,2.15,418.15,3.08,167.712,1.312,1.728
g++ 13.3,64,clflush,main,use,flat_map,om ref,2,850,950,1775,1109.67,282.2,3.74,1070.71,3.74,747.40,4.34,299.766,1.894,3.088
g++ 13.3,64,clflush,main,use,indirect,om vptr,1,475,550,1225,679.61,246.6,3.27,640.65,3.27,380.96,3.50,152.796,1.348,1.767
