compiler,bits,mode,hier,body,group,dispatch,arity,min,median,p90,mean,stddev,se,net,net_se,disp,disp_se,disp_ns,x_net,x_disp
g++ 13.3,32,warm,main,-,baseline,direct,0,25,50,50,49.03,4.8,0.06,0.00,0.09,0.00,0.09,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,nvf,1,25,50,50,44.11,10.6,0.14,-4.92,0.15,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,main,-,baseline,nvf+nvf,2,25,50,50,44.00,10.7,0.14,-5.04,0.16,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,main,const,yardstick,vf,1,25,50,75,52.77,11.2,0.15,3.74,0.16,8.66,0.20,3.596,1.000,1.000
g++ 13.3,32,warm,main,const,yardstick,vf+vf,2,50,75,75,62.87,12.5,0.17,13.84,0.18,18.87,0.22,7.839,1.000,1.000
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,1,25,50,75,56.20,10.8,0.14,7.17,0.16,7.17,0.16,2.979,1.919,0.828
g++ 13.3,32,warm,main,const,vptr_vector,om ref,1,50,50,75,61.14,12.4,0.16,12.11,0.18,17.03,0.22,7.074,3.241,1.967
g++ 13.3,32,warm,main,const,vptr_vector,om vptr,2,50,50,75,52.60,7.6,0.10,3.57,0.12,3.57,0.12,1.483,0.258,0.189
g++ 13.3,32,warm,main,const,vptr_vector,om ref,2,50,50,75,58.25,11.8,0.16,9.22,0.17,14.25,0.21,5.921,0.666,0.755
g++ 13.3,32,warm,main,const,vptr_map,om vptr,1,25,50,75,55.25,10.2,0.13,6.21,0.15,6.21,0.15,2.581,1.663,0.718
g++ 13.3,32,warm,main,const,vptr_map,om ref,1,50,75,75,69.75,10.2,0.13,20.71,0.15,25.64,0.19,10.648,5.543,2.961
g++ 13.3,32,warm,main,const,vptr_map,om vptr,2,50,50,50,50.78,4.3,0.06,1.75,0.09,1.75,0.09,0.727,0.126,0.093
g++ 13.3,32,warm,main,const,vptr_map,om ref,2,50,75,75,67.48,11.5,0.15,18.45,0.16,23.48,0.21,9.754,1.333,1.244
g++ 13.3,32,warm,main,const,flat_map,om vptr,1,25,50,75,56.19,10.9,0.14,7.16,0.16,7.16,0.16,2.975,1.917,0.827
g++ 13.3,32,warm,main,const,flat_map,om ref,1,50,75,75,65.09,12.2,0.16,16.06,0.17,20.98,0.21,8.713,4.297,2.423
g++ 13.3,32,warm,main,const,flat_map,om vptr,2,50,50,50,50.69,4.1,0.05,1.66,0.08,1.66,0.08,0.689,0.120,0.088
g++ 13.3,32,warm,main,const,flat_map,om ref,2,50,75,75,69.91,10.1,0.13,20.88,0.15,25.91,0.19,10.763,1.509,1.373
g++ 13.3,32,warm,main,const,indirect,om vptr,1,25,50,75,58.38,11.8,0.16,9.35,0.17,9.35,0.17,3.884,2.502,1.080
g++ 13.3,32,warm,main,const,indirect,om ref,1,50,75,75,66.82,11.7,0.16,17.79,0.17,22.71,0.21,9.435,4.762,2.624
g++ 13.3,32,warm,main,const,indirect,om vptr,2,50,50,75,53.29,8.5,0.11,4.26,0.13,4.26,0.13,1.769,0.308,0.226
g++ 13.3,32,warm,main,const,indirect,om ref,2,50,50,75,60.04,12.3,0.16,11.01,0.17,16.05,0.22,6.666,0.796,0.850
g++ 13.3,32,warm,inplace,-,baseline,nvf,1,25,50,50,44.21,10.5,0.14,-4.82,0.15,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,inplace,-,baseline,nvf+nvf,2,25,50,50,43.71,10.8,0.14,-5.32,0.16,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,inplace,const,yardstick,vf,1,25,50,75,56.72,12.8,0.17,7.69,0.18,12.50,0.22,5.194,1.000,1.000
g++ 13.3,32,warm,inplace,const,yardstick,vf+vf,2,50,75,75,63.27,12.5,0.17,14.24,0.18,19.55,0.22,8.121,1.000,1.000
g++ 13.3,32,warm,inplace,const,inplace,om ref,1,25,50,75,54.81,11.4,0.15,5.78,0.16,10.60,0.21,4.401,0.752,0.847
g++ 13.3,32,warm,inplace,const,inplace,om ref,2,50,50,50,50.00,0.0,0.00,0.97,0.06,6.29,0.14,2.611,0.068,0.321
g++ 13.3,32,warm,inplace_ind,-,baseline,nvf,1,25,50,50,44.05,10.6,0.14,-4.98,0.15,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,inplace_ind,-,baseline,nvf+nvf,2,25,50,50,43.66,10.9,0.14,-5.37,0.16,0.00,0.20,0.000,0.000,0.000
g++ 13.3,32,warm,inplace_ind,const,yardstick,vf,1,25,50,75,53.20,11.7,0.16,4.17,0.17,9.15,0.21,3.800,1.000,1.000
g++ 13.3,32,warm,inplace_ind,const,yardstick,vf+vf,2,50,75,75,62.77,12.5,0.17,13.74,0.18,19.11,0.22,7.937,1.000,1.000
g++ 13.3,32,warm,inplace_ind,const,inplace_ind,om ref,1,25,50,75,59.60,12.3,0.16,10.57,0.18,15.55,0.22,6.458,2.536,1.699
g++ 13.3,32,warm,inplace_ind,const,inplace_ind,om ref,2,50,50,75,52.18,7.0,0.09,3.14,0.11,8.51,0.17,3.536,0.229,0.445
g++ 13.3,32,warm,main,use,yardstick,vf,1,25,50,75,55.36,10.6,0.14,6.32,0.15,11.25,0.20,4.671,1.000,1.000
g++ 13.3,32,warm,main,use,yardstick,vf+vf,2,50,75,75,64.54,12.3,0.16,15.51,0.18,20.54,0.22,8.533,1.000,1.000
g++ 13.3,32,warm,main,use,vptr_vector,om vptr,1,50,50,75,56.64,11.0,0.15,7.61,0.16,12.53,0.20,5.203,1.202,1.114
g++ 13.3,32,warm,main,use,vptr_vector,om ref,1,50,75,75,63.50,12.5,0.17,14.47,0.18,19.39,0.22,8.056,2.288,1.725
g++ 13.3,32,warm,main,use,vptr_vector,om vptr,2,50,50,75,52.61,7.6,0.10,3.58,0.12,8.62,0.17,3.580,0.231,0.420
g++ 13.3,32,warm,main,use,vptr_vector,om ref,2,50,50,75,58.75,11.9,0.16,9.72,0.17,14.76,0.21,6.130,0.627,0.718
g++ 13.3,32,warm,main,use,vptr_map,om vptr,1,50,50,75,57.36,11.4,0.15,8.32,0.16,13.25,0.21,5.502,1.316,1.178
g++ 13.3,32,warm,main,use,vptr_map,om ref,1,50,75,75,71.87,8.3,0.11,22.84,0.13,27.76,0.18,11.532,3.612,2.469
g++ 13.3,32,warm,main,use,vptr_map,om vptr,2,50,50,75,52.51,7.5,0.10,3.48,0.12,8.51,0.17,3.536,0.224,0.414
g++ 13.3,32,warm,main,use,vptr_map,om ref,2,50,75,75,68.12,11.2,0.15,19.09,0.16,24.12,0.20,10.020,1.231,1.174
g++ 13.3,32,warm,main,use,flat_map,om vptr,1,50,50,75,58.02,11.7,0.15,8.99,0.17,13.91,0.21,5.777,1.421,1.237
g++ 13.3,32,warm,main,use,flat_map,om ref,1,50,75,75,66.16,12.0,0.16,17.13,0.17,22.05,0.21,9.160,2.709,1.961
g++ 13.3,32,warm,main,use,flat_map,om vptr,2,50,50,75,52.47,7.5,0.10,3.44,0.12,8.47,0.17,3.520,0.222,0.412
g++ 13.3,32,warm,main,use,flat_map,om ref,2,50,75,75,70.08,9.9,0.13,21.05,0.15,26.09,0.19,10.836,1.357,1.270
g++ 13.3,32,warm,main,use,indirect,om vptr,1,50,50,75,60.83,12.4,0.16,11.80,0.18,16.72,0.22,6.946,1.866,1.487
g++ 13.3,32,warm,main,use,indirect,om ref,1,50,75,75,68.88,10.8,0.14,19.85,0.16,24.77,0.20,10.287,3.138,2.202
g++ 13.3,32,warm,main,use,indirect,om vptr,2,50,50,75,54.42,9.5,0.13,5.39,0.14,10.42,0.19,4.328,0.347,0.507
g++ 13.3,32,warm,main,use,indirect,om ref,2,50,50,75,60.85,12.4,0.16,11.82,0.18,16.86,0.22,7.001,0.762,0.820
g++ 13.3,32,warm,inplace,use,yardstick,vf,1,25,50,75,55.85,11.1,0.15,6.82,0.16,11.63,0.20,4.831,1.000,1.000
g++ 13.3,32,warm,inplace,use,yardstick,vf+vf,2,50,75,75,64.33,12.4,0.16,15.30,0.18,20.61,0.22,8.562,1.000,1.000
g++ 13.3,32,warm,inplace_ind,use,yardstick,vf,1,25,50,75,55.67,11.0,0.15,6.64,0.16,11.62,0.20,4.826,1.000,1.000
g++ 13.3,32,warm,inplace_ind,use,yardstick,vf+vf,2,50,75,75,64.22,12.4,0.16,15.19,0.18,20.56,0.22,8.538,1.000,1.000
g++ 13.3,32,warm,inplace,use,inplace,om ref,1,25,50,75,56.17,11.3,0.15,7.14,0.16,11.96,0.20,4.966,1.048,1.028
g++ 13.3,32,warm,inplace,use,inplace,om ref,2,50,50,50,50.18,2.1,0.03,1.15,0.07,6.46,0.15,2.685,0.075,0.314
g++ 13.3,32,warm,inplace_ind,use,inplace_ind,om ref,1,25,75,75,62.01,12.6,0.17,12.98,0.18,17.96,0.22,7.462,1.956,1.546
g++ 13.3,32,warm,inplace_ind,use,inplace_ind,om ref,2,50,50,75,52.37,7.3,0.10,3.34,0.12,8.71,0.17,3.618,0.220,0.424
g++ 13.3,32,clflush,main,-,baseline,direct,0,25,50,50,48.68,5.6,0.07,0.00,0.10,0.00,0.10,0.000,0.000,0.000
g++ 13.3,32,clflush,main,-,baseline,nvf,1,200,250,325,275.00,90.6,1.20,226.32,1.20,0.00,1.70,0.000,0.000,0.000
g++ 13.3,32,clflush,main,-,baseline,nvf+nvf,2,250,275,800,329.41,173.6,2.30,280.73,2.30,0.00,3.25,0.000,0.000,0.000
g++ 13.3,32,clflush,main,const,yardstick,vf,1,450,475,1000,540.36,166.9,2.21,491.67,2.21,265.35,2.52,110.215,1.000,1.000
g++ 13.3,32,clflush,main,const,yardstick,vf+vf,2,425,500,1300,628.29,267.0,3.54,579.60,3.54,298.87,4.22,124.139,1.000,1.000
g++ 13.3,32,clflush,main,const,vptr_vector,om vptr,1,450,500,900,552.22,143.4,1.90,503.54,1.90,503.54,1.90,209.147,1.024,1.898
g++ 13.3,32,clflush,main,const,vptr_vector,om ref,1,875,1025,1800,1158.43,293.3,3.89,1109.75,3.89,883.43,4.07,366.938,2.257,3.329
g++ 13.3,32,clflush,main,const,vptr_vector,om vptr,2,675,750,1400,830.43,221.6,2.93,781.75,2.94,781.75,2.94,324.703,1.349,2.616
g++ 13.3,32,clflush,main,const,vptr_vector,om ref,2,1100,1350,2100,1477.78,309.2,4.10,1429.09,4.10,1148.36,4.70,476.981,2.466,3.842
g++ 13.3,32,clflush,main,const,vptr_map,om vptr,1,450,550,1075,639.30,197.7,2.62,590.61,2.62,590.61,2.62,245.315,1.201,2.226
g++ 13.3,32,clflush,main,const,vptr_map,om ref,1,675,750,1350,820.16,196.0,2.60,771.47,2.60,545.15,2.86,226.433,1.569,2.054
g++ 13.3,32,clflush,main,const,vptr_map,om vptr,2,675,750,1250,794.86,171.3,2.27,746.17,2.27,746.17,2.27,309.927,1.287,2.497
g++ 13.3,32,clflush,main,const,vptr_map,om ref,2,900,1025,1850,1201.02,324.3,4.30,1152.33,4.30,871.61,4.87,362.027,1.988,2.916
g++ 13.3,32,clflush,main,const,flat_map,om vptr,1,450,525,1000,586.22,160.7,2.13,537.54,2.13,537.54,2.13,223.271,1.093,2.026
g++ 13.3,32,clflush,main,const,flat_map,om ref,1,675,775,1425,864.61,213.2,2.82,815.92,2.82,589.60,3.07,244.895,1.659,2.222
g++ 13.3,32,clflush,main,const,flat_map,om vptr,2,675,775,1350,846.24,197.7,2.62,797.55,2.62,797.55,2.62,331.269,1.376,2.669
